sa1_main16, non_sc_quals_adv_dip_dip_p, non_sc_qua_gra_dip_gra_cer_p, sa1_7dig16, non_sc_quals_postgrad_deg_p, non_sc_quals_bachelor_deg_p, p_aged_15_yr_over_p
"21203130056",15,7,"2130056",4,15,203
"21203130109",36,3,"2130109",19,22,358
"21203130110",43,3,"2130110",16,20,402
"21203130114",68,9,"2130114",21,74,446
"21203130117",90,13,"2130117",40,165,661
"21203130205",16,3,"2130205",5,9,266
"21203130125",28,0,"2130125",16,30,266
"21203130130",100,12,"2130130",24,92,748
"21203130131",67,3,"2130131",11,95,647
"21203130134",61,15,"2130134",19,61,413
"21203130135",29,3,"2130135",0,15,245
"21203130204",28,3,"2130204",5,24,393
"21203130207",22,8,"2130207",7,25,331
"21203130223",30,6,"2130223",4,21,370
"21203130225",36,0,"2130225",3,31,352
"21203130243",34,5,"2130243",23,52,338
"21203130301",17,0,"2130301",0,14,295
"21203130306",27,4,"2130306",3,37,421
"21203130309",44,5,"2130309",0,29,439
"21203130310",17,8,"2130310",4,11,193
"21203130313",23,0,"2130313",4,13,275
"21203130402",18,0,"2130402",4,14,228
"21203130317",58,11,"2130317",14,48,446
"21203130318",60,8,"2130318",4,47,459
"21203130319",53,14,"2130319",13,56,498
"21203130428",34,3,"2130428",19,34,331
"21203130407",36,6,"2130407",6,24,304
"21203130548",27,0,"2130548",3,15,305
"21203130424",172,29,"2130424",68,245,1428
"21203130427",38,3,"2130427",9,25,317
"21203130430",56,6,"2130430",14,64,456
"21203130503",54,3,"2130503",7,34,498
"21203130506",45,0,"2130506",4,29,398
"21203130509",42,6,"2130509",8,38,599
"21203130513",46,5,"2130513",4,43,443
"21203130519",43,6,"2130519",6,30,405
"21203130531",31,3,"2130531",13,46,493
"21203130532",34,3,"2130532",12,47,398
"21203130533",26,3,"2130533",4,23,275
"21203130534",21,3,"2130534",12,15,200
"21203130542",106,9,"2130542",35,89,793
"21203130547",20,3,"2130547",7,42,325
"21203130601",50,9,"2130601",30,92,714
"21203130602",32,7,"2130602",3,39,310
"21203130607",39,11,"2130607",16,51,457
"21203130623",32,8,"2130623",37,61,451
"21203130622",51,4,"2130622",34,90,414
"21203130624",49,10,"2130624",27,78,382
"21203130625",77,11,"2130625",55,118,613
"21203130805",24,0,"2130805",3,22,308
"21203130812",11,0,"2130812",8,9,193
"21203130813",31,4,"2130813",3,15,293
"21203130820",35,4,"2130820",3,14,358
"21203145711",31,3,"2145711",12,26,300
"21203145713",35,3,"2145713",8,50,335
"21203130822",24,3,"2130822",0,17,227
"21203145701",35,9,"2145701",7,27,355
"21203145705",31,4,"2145705",8,51,335
"21203145708",70,8,"2145708",18,79,516
"21203145710",46,14,"2145710",18,42,400
"21203145722",38,5,"2145722",8,44,292
"21203145717",25,3,"2145717",3,23,186
"21203145719",48,11,"2145719",10,40,382
"21203145724",39,3,"2145724",11,34,308
"21203145726",21,3,"2145726",10,35,307
"21203145730",37,5,"2145730",6,53,325
"21203145804",19,0,"2145804",7,17,180
"21203145808",36,4,"2145808",16,32,345
"21203145818",23,3,"2145818",8,7,203
"21203145821",46,7,"2145821",18,72,419
"21204130921",19,4,"2130921",18,33,303
"21203145824",41,4,"2145824",11,44,378
"21301133412",23,3,"2133412",10,23,374
"21203145828",24,5,"2145828",16,39,283
"21203145832",44,6,"2145832",9,43,376
"21203145835",24,4,"2145835",6,26,228
"21203145836",13,0,"2145836",3,16,242
"21204130905",41,10,"2130905",20,65,359
"21204130911",24,0,"2130911",10,35,209
"21204130916",42,7,"2130916",7,74,490
"21204130923",28,4,"2130923",16,58,355
"21204130926",30,13,"2130926",24,50,287
"21204130929",16,4,"2130929",12,30,238
"21204130930",12,0,"2130930",8,15,157
"21204131003",54,13,"2131003",40,117,592
"21204131004",16,3,"2131004",13,42,208
"21204131005",37,3,"2131005",21,69,379
"21204131008",14,5,"2131008",6,26,181
"21204131009",33,4,"2131009",18,48,372
"21204131018",26,0,"2131018",16,27,268
"21204131021",3,0,"2131021",0,0,16
"21204131024",19,5,"2131024",17,61,361
"21204131030",24,0,"2131030",22,59,454
"21204131104",22,0,"2131104",6,13,209
"21204131126",48,3,"2131126",15,42,742
"21204131128",25,8,"2131128",12,41,366
"21204131130",20,0,"2131130",12,40,372
"21204131131",28,0,"2131131",6,26,282
"21204131211",23,0,"2131211",3,22,279
"21204131157",20,4,"2131157",12,20,300
"21204131162",18,3,"2131162",14,31,368
"21204131237",46,3,"2131237",3,32,391
"21204131164",9,0,"2131164",3,18,74
"21204131201",22,3,"2131201",4,22,239
"21204131206",31,6,"2131206",9,39,348
"21204131226",28,3,"2131226",8,43,321
"21204131228",30,0,"2131228",5,31,300
"21204131320",57,14,"2131320",17,51,478
"21204131233",51,13,"2131233",21,57,522
"21204131243",25,8,"2131243",6,33,248
"21204131245",26,3,"2131245",10,42,339
"21204131251",42,12,"2131251",13,48,380
"21204131252",46,5,"2131252",15,58,349
"21204131301",31,4,"2131301",4,30,234
"21204131749",24,0,"2131749",14,28,332
"21204131314",28,5,"2131314",11,47,278
"21204131315",29,4,"2131315",4,34,304
"21204131316",46,5,"2131316",5,53,320
"21204131318",59,14,"2131318",12,77,437
"21204145919",49,4,"2145919",27,73,469
"21204131322",36,8,"2131322",15,43,320
"21204131324",32,9,"2131324",10,36,216
"21204131401",24,12,"2131401",12,59,483
"21204131404",51,9,"2131404",25,109,651
"21204131408",57,10,"2131408",26,122,637
"21204131410",11,0,"2131410",3,30,217
"21204131414",13,6,"2131414",7,27,217
"21204131421",19,0,"2131421",3,16,159
"21204131429",22,0,"2131429",6,24,335
"21205131911",41,11,"2131911",46,109,463
"21204131431",20,0,"2131431",8,27,281
"21204131450",20,5,"2131450",16,54,240
"21204131436",40,8,"2131436",10,34,323
"21204131437",28,3,"2131437",12,30,398
"21204131446",29,3,"2131446",7,47,376
"21204131453",67,18,"2131453",45,114,518
"21204131459",0,0,"2131459",0,5,11
"21204131460",80,10,"2131460",51,167,633
"21204131611",26,3,"2131611",7,45,409
"21204131612",49,3,"2131612",15,40,382
"21204131613",33,8,"2131613",12,42,429
"21204131617",31,0,"2131617",15,64,436
"21204131618",0,0,"2131618",0,0,0
"21204131703",42,3,"2131703",19,55,382
"21204131708",56,4,"2131708",29,104,781
"21204131711",12,0,"2131711",11,38,304
"21204131713",18,0,"2131713",18,47,383
"21205131912",28,13,"2131912",22,74,329
"21204131716",41,3,"2131716",23,54,475
"21204131722",31,3,"2131722",13,42,354
"21204131809",17,0,"2131809",0,12,263
"21204131728",28,0,"2131728",0,32,322
"21204131730",51,3,"2131730",21,72,511
"21204131736",50,6,"2131736",15,64,462
"21204131737",39,5,"2131737",13,52,418
"21204131739",25,3,"2131739",19,29,290
"21204131745",32,3,"2131745",17,28,362
"21204131802",38,5,"2131802",3,46,363
"21205131936",40,7,"2131936",24,76,287
"21204131807",27,6,"2131807",11,48,417
"21204131811",34,0,"2131811",11,28,486
"21204131816",21,3,"2131816",10,39,442
"21204131821",42,9,"2131821",6,37,511
"21204145901",65,12,"2145901",46,89,653
"21204145905",62,8,"2145905",41,69,544
"21204145910",27,3,"2145910",7,32,298
"21204145911",67,9,"2145911",33,114,598
"21204145913",27,0,"2145913",17,33,387
"21204145915",56,3,"2145915",29,77,486
"21204145921",24,3,"2145921",12,24,219
"21204146010",37,3,"2146010",8,40,416
"21204146012",45,4,"2146012",24,60,449
"21205132017",48,9,"2132017",58,115,452
"21204146019",52,6,"2146019",11,48,590
"21204146028",20,0,"2146028",0,21,229
"21204146034",32,4,"2146034",15,48,408
"21204146035",27,0,"2146035",3,14,375
"21205131925",26,9,"2131925",22,56,284
"21205131915",43,15,"2131915",33,96,381
"21205131924",42,8,"2131924",42,104,472
"21205131919",53,22,"2131919",17,120,484
"21205131920",51,20,"2131920",47,110,665
"21205131922",38,6,"2131922",35,106,437
"21205131928",39,8,"2131928",27,59,333
"21205131929",41,16,"2131929",65,140,498
"21205131932",23,5,"2131932",9,51,236
"21205131940",28,8,"2131940",26,81,322
"21205132032",47,11,"2132032",119,157,728
"21205132021",48,12,"2132021",57,141,813
"21205132009",32,5,"2132009",32,44,249
"21205132011",20,7,"2132011",34,60,286
"21205132031",39,11,"2132031",65,109,546
"21205132041",18,5,"2132041",31,52,245
"21205132103",48,3,"2132103",45,89,400
"21205132110",79,11,"2132110",28,135,615
"21205132118",18,17,"2132118",35,85,271
"21205132124",29,4,"2132124",41,82,306
"21205132126",21,5,"2132126",25,61,244
"21205132128",24,9,"2132128",29,77,295
"21205132132",27,10,"2132132",44,70,339
"21205132134",36,13,"2132134",42,72,301
"21205132136",13,0,"2132136",22,41,144
"21205132141",40,10,"2132141",40,102,391
"21205132142",40,0,"2132142",23,75,329
"21205132145",37,6,"2132145",31,81,372
"21205132146",24,10,"2132146",53,71,291
"21205132147",30,8,"2132147",44,88,318
"21205132150",24,3,"2132150",37,53,288
"21205132151",27,6,"2132151",25,71,236
"21205132202",30,11,"2132202",45,94,355
"21205132204",33,14,"2132204",31,79,334
"21205132206",31,6,"2132206",32,76,276
"21205132207",22,11,"2132207",27,57,225
"21205132209",17,4,"2132209",23,53,188
"21205132214",40,5,"2132214",47,88,448
"21205132217",28,3,"2132217",22,55,244
"21205132224",36,7,"2132224",32,60,290
"21205132233",50,8,"2132233",43,104,514
"21205132245",16,3,"2132245",25,40,173
"21205132235",22,0,"2132235",18,50,215
"21205132239",38,19,"2132239",50,134,498
"21205132241",30,6,"2132241",19,79,254
"21205132709",29,3,"2132709",25,47,315
"21205132248",21,11,"2132248",19,47,251
"21205132305",38,8,"2132305",58,94,354
"21205132308",40,12,"2132308",61,107,442
"21205132311",39,13,"2132311",36,92,401
"21205132319",43,10,"2132319",29,95,390
"21205132320",28,7,"2132320",35,65,318
"21205132406",53,20,"2132406",51,110,502
"21205132323",32,7,"2132323",25,75,308
"21205132329",31,16,"2132329",41,81,382
"21205132409",50,10,"2132409",45,118,467
"21205132410",0,0,"2132410",0,0,0
"21205132606",29,16,"2132606",30,69,378
"21205132425",33,13,"2132425",40,88,400
"21205132426",32,9,"2132426",17,56,300
"21205132436",41,7,"2132436",41,101,393
"21205132502",45,7,"2132502",31,88,491
"21205132503",46,12,"2132503",30,47,418
"21205132641",3,0,"2132641",14,32,81
"21205132505",46,5,"2132505",25,109,480
"21205132507",28,10,"2132507",17,57,324
"21205132523",54,14,"2132523",17,74,431
"21205132648",47,7,"2132648",51,66,392
"21205132531",20,7,"2132531",9,37,213
"21205132534",35,6,"2132534",30,59,372
"21205132537",28,11,"2132537",18,75,340
"21205132542",30,4,"2132542",16,43,265
"21205132543",0,0,"2132543",0,0,0
"21205132546",77,15,"2132546",92,224,677
"21205132642",28,13,"2132642",38,85,355
"21205132624",17,5,"2132624",15,68,268
"21205132629",45,20,"2132629",36,117,544
"21301132817",34,8,"2132817",13,37,279
"21205132710",33,10,"2132710",26,76,332
"21205132712",28,3,"2132712",30,80,343
"21205132714",36,19,"2132714",43,87,398
"21301132818",21,4,"2132818",10,30,293
"21205132726",60,18,"2132726",29,84,421
"21205132727",37,10,"2132727",24,84,347
"21301132816",46,7,"2132816",13,42,411
"21205132729",20,7,"2132729",12,71,280
"21205132730",24,9,"2132730",18,52,229
"21205132732",56,16,"2132732",47,100,446
"21205132733",64,8,"2132733",39,120,767
"21205132745",25,5,"2132745",7,57,219
"21205132742",48,10,"2132742",46,100,470
"21301132801",18,3,"2132801",17,36,263
"21303135121",26,17,"2135121",22,60,300
"21301132902",33,0,"2132902",15,66,463
"21301133114",27,0,"2133114",3,31,230
"21301133425",30,4,"2133425",11,36,401
"21301132911",35,4,"2132911",14,88,361
"21301132912",42,7,"2132912",21,91,582
"21301132913",34,10,"2132913",10,62,392
"21301133002",28,3,"2133002",7,23,278
"21301133011",0,0,"2133011",0,0,0
"21301133012",34,0,"2133012",15,31,448
"21301133016",13,5,"2133016",4,24,189
"21301133018",27,3,"2133018",5,33,416
"21301133023",16,3,"2133023",6,24,234
"21301133030",17,0,"2133030",10,22,309
"21301133033",28,0,"2133033",5,13,229
"21301133035",25,0,"2133035",5,25,362
"21301133065",28,4,"2133065",6,53,313
"21301133053",60,13,"2133053",56,138,707
"21301133113",17,3,"2133113",8,26,264
"21301133066",31,9,"2133066",10,53,297
"21301133101",23,9,"2133101",7,47,366
"21301133107",17,0,"2133107",3,21,264
"21301133109",28,3,"2133109",7,21,325
"21301133111",28,3,"2133111",6,53,412
"21301133123",18,3,"2133123",9,23,262
"21301133219",18,3,"2133219",10,33,266
"21301133205",26,4,"2133205",9,14,243
"21301133215",0,0,"2133215",0,0,0
"21301133207",22,4,"2133207",5,40,252
"21301133220",25,8,"2133220",9,45,339
"21301133212",26,3,"2133212",3,41,301
"21301133213",31,4,"2133213",11,37,365
"21301133214",27,0,"2133214",9,35,291
"21301133218",8,0,"2133218",4,20,192
"21301133224",21,5,"2133224",6,30,237
"21301133427",37,0,"2133427",8,34,423
"21301133231",17,0,"2133231",11,34,282
"21301133237",34,4,"2133237",0,44,339
"21301133239",22,3,"2133239",6,32,253
"21301133301",38,0,"2133301",0,42,463
"21301133302",17,3,"2133302",7,26,294
"21301133319",45,3,"2133319",3,41,464
"21301133326",16,4,"2133326",7,28,308
"21301133409",19,0,"2133409",3,36,345
"21301133331",15,0,"2133331",3,19,294
"21301133401",38,3,"2133401",10,26,375
"21301133404",15,0,"2133404",10,39,342
"21301133433",21,7,"2133433",19,39,398
"21301133434",12,0,"2133434",11,32,280
"21301133435",37,5,"2133435",3,33,399
"21301133439",10,0,"2133439",4,15,187
"21301133445",11,3,"2133445",0,12,175
"21301133502",36,3,"2133502",18,66,604
"21301133503",40,0,"2133503",26,59,474
"21301133504",28,10,"2133504",18,66,554
"21301133505",29,0,"2133505",23,62,360
"21301133517",39,5,"2133517",7,39,405
"21301133519",10,3,"2133519",10,19,270
"21301133719",30,0,"2133719",3,30,293
"21301133529",30,4,"2133529",8,37,431
"21301133537",24,0,"2133537",5,21,273
"21301133604",4,5,"2133604",8,25,257
"21301133606",33,4,"2133606",25,68,423
"21301133611",40,12,"2133611",29,83,557
"21301133617",48,9,"2133617",22,58,472
"21301133710",15,3,"2133710",7,30,325
"21301133703",30,7,"2133703",13,73,470
"21301133909",30,10,"2133909",3,33,283
"21301133718",34,9,"2133718",4,54,529
"21301133715",21,0,"2133715",9,33,285
"21301133716",26,7,"2133716",8,24,354
"21301133810",20,0,"2133810",7,23,245
"21301133821",12,0,"2133821",5,37,261
"21301133826",28,0,"2133826",5,52,487
"21301133840",20,0,"2133840",6,33,246
"21301133830",20,3,"2133830",3,36,330
"21301133831",13,0,"2133831",7,8,159
"21301133905",39,6,"2133905",16,61,462
"21301133907",28,5,"2133907",16,59,428
"21301133833",0,0,"2133833",0,0,8
"21301133839",37,3,"2133839",16,62,360
"21302134217",28,0,"2134217",14,23,236
"21301133843",17,3,"2133843",9,22,256
"21301133844",36,0,"2133844",7,42,382
"21301133845",25,5,"2133845",14,30,276
"21301133904",33,7,"2133904",18,64,446
"21301133912",38,3,"2133912",29,96,313
"21301133923",43,10,"2133923",6,54,498
"21301134001",27,8,"2134001",8,40,335
"21301134003",41,3,"2134003",13,68,380
"21301134004",41,3,"2134004",9,48,382
"21301134007",20,0,"2134007",5,38,255
"21301134017",32,4,"2134017",16,66,409
"21302134108",41,8,"2134108",16,47,327
"21301134010",0,0,"2134010",0,0,5
"21301134011",16,0,"2134011",6,29,208
"21301134012",37,3,"2134012",9,71,386
"21301134034",33,8,"2134034",5,71,436
"21301134043",32,3,"2134043",11,45,306
"21301134046",18,3,"2134046",3,30,168
"21301134047",26,5,"2134047",3,39,255
"21302134107",33,5,"2134107",14,52,324
"21302134113",39,15,"2134113",32,87,550
"21302134116",53,21,"2134116",31,76,475
"21302134204",47,8,"2134204",8,45,414
"21302134215",42,3,"2134215",18,70,483
"21302134225",30,3,"2134225",8,48,364
"21302134208",0,0,"2134208",0,0,9
"21302134210",24,10,"2134210",4,23,253
"21302134223",45,8,"2134223",20,62,471
"21302134224",25,4,"2134224",7,44,342
"21302134241",37,14,"2134241",12,53,411
"21302134247",24,8,"2134247",7,31,357
"21302134301",18,3,"2134301",13,18,216
"21302134328",16,5,"2134328",10,43,327
"21302134406",34,14,"2134406",27,85,412
"21302134407",47,20,"2134407",22,100,451
"21302134410",29,17,"2134410",40,110,371
"21302134421",30,12,"2134421",31,88,321
"21302134415",31,10,"2134415",18,86,344
"21302134419",33,21,"2134419",37,79,340
"21302134423",28,17,"2134423",20,85,342
"21302134430",63,22,"2134430",34,123,532
"21302134431",49,14,"2134431",23,103,441
"21302134437",34,18,"2134437",46,102,392
"21302134607",32,12,"2134607",33,60,259
"21302134503",41,9,"2134503",24,63,357
"21302134504",19,8,"2134504",18,39,293
"21302134614",42,19,"2134614",29,94,408
"21302134609",53,18,"2134609",56,130,579
"21302134505",23,11,"2134505",16,30,252
"21302134608",24,8,"2134608",15,64,208
"21302134509",29,12,"2134509",14,52,302
"21302134510",29,6,"2134510",5,31,202
"21302134602",18,18,"2134602",34,59,265
"21302134604",49,19,"2134604",52,117,532
"21302134605",32,10,"2134605",29,66,459
"21302134621",44,11,"2134621",35,64,326
"21302134622",39,23,"2134622",48,98,441
"21302134623",34,12,"2134623",35,86,329
"21302134626",23,11,"2134626",12,58,330
"21302134628",26,13,"2134628",31,82,316
"21302134631",36,3,"2134631",21,58,272
"21303134701",11,8,"2134701",17,49,323
"21303134705",29,0,"2134705",6,26,235
"21303134712",28,3,"2134712",23,53,325
"21303134742",0,0,"2134742",0,0,0
"21303134717",32,3,"2134717",13,83,384
"21303134721",31,17,"2134721",27,81,402
"21303134722",24,13,"2134722",31,98,342
"21303134737",45,10,"2134737",34,101,567
"21303134738",33,5,"2134738",20,86,407
"21303134731",32,6,"2134731",25,75,398
"21303134732",32,3,"2134732",25,78,427
"21303134735",55,9,"2134735",40,102,580
"21303134801",34,16,"2134801",39,60,333
"21303134811",44,6,"2134811",38,82,585
"21303134815",33,20,"2134815",44,150,513
"21303134819",60,12,"2134819",48,118,520
"21303134821",114,56,"2134821",131,372,1177
"21303134822",34,11,"2134822",51,110,396
"21303134824",34,8,"2134824",24,89,424
"21303134826",32,15,"2134826",48,84,363
"21303134827",39,20,"2134827",56,132,461
"21303134829",0,0,"2134829",0,0,0
"21303134833",35,15,"2134833",32,73,456
"21303134836",44,29,"2134836",64,159,599
"21303134905",47,11,"2134905",41,86,348
"21303135005",27,21,"2135005",34,111,334
"21303134911",24,5,"2134911",11,43,187
"21303134927",49,16,"2134927",31,108,464
"21303135001",25,20,"2135001",30,89,310
"21303135011",29,21,"2135011",31,108,372
"21303135012",39,30,"2135012",42,99,382
"21303135013",39,33,"2135013",42,109,390
"21303135014",39,25,"2135014",55,163,478
"21303135016",42,22,"2135016",35,130,422
"21303135018",67,31,"2135018",75,159,671
"21304135643",15,3,"2135643",0,9,164
"21303135107",36,18,"2135107",34,96,399
"21303135110",41,21,"2135110",29,99,448
"21303135113",33,6,"2135113",45,103,440
"21303135116",32,11,"2135116",22,81,343
"21303135123",0,0,"2135123",0,4,11
"21303135204",24,10,"2135204",21,65,346
"21303135208",51,21,"2135208",55,141,473
"21303135211",26,15,"2135211",19,87,324
"21303135212",37,36,"2135212",38,138,478
"21303135215",29,22,"2135215",41,109,364
"21303135217",35,15,"2135217",18,73,361
"21304135645",30,0,"2135645",0,22,288
"21303135222",29,26,"2135222",32,91,417
"21303135223",37,9,"2135223",21,81,347
"21303135224",39,21,"2135224",32,105,495
"21304146208",26,3,"2146208",10,55,270
"21304135302",31,8,"2135302",9,16,419
"21304135313",24,12,"2135313",5,32,283
"21304135331",23,3,"2135331",14,31,273
"21304135338",37,8,"2135338",4,30,329
"21304135339",31,9,"2135339",8,40,433
"21304135340",22,3,"2135340",4,25,274
"21304135347",52,12,"2135347",17,40,502
"21304135510",27,4,"2135510",5,32,314
"21304135513",46,12,"2135513",20,65,511
"21304135524",20,4,"2135524",13,27,234
"21305136556",85,11,"2136556",62,106,644
"21304135526",37,7,"2135526",6,45,370
"21402138019",17,6,"2138019",9,26,169
"21304135528",20,3,"2135528",7,32,270
"21304135532",14,4,"2135532",3,12,192
"21304135536",61,13,"2135536",13,49,402
"21304135601",13,6,"2135601",3,7,218
"21304135614",34,4,"2135614",6,20,400
"21304135616",18,0,"2135616",0,15,248
"21304135618",30,5,"2135618",8,25,337
"21304135635",29,5,"2135635",4,20,395
"21304135637",33,0,"2135637",8,7,270
"21304135646",33,4,"2135646",3,32,393
"21304135650",19,3,"2135650",0,9,274
"21304135703",68,9,"2135703",26,67,801
"21304135704",18,0,"2135704",3,12,286
"21304135708",20,3,"2135708",9,22,297
"21304136013",34,3,"2136013",8,40,257
"21304135709",29,0,"2135709",4,16,461
"21304135712",30,4,"2135712",5,27,534
"21304135716",28,3,"2135716",9,28,385
"21304135719",48,11,"2135719",4,35,418
"21304135720",55,6,"2135720",31,60,866
"21305136625",22,0,"2136625",30,69,262
"21304135730",51,8,"2135730",23,66,593
"21304136010",54,3,"2136010",26,86,517
"21304135736",214,65,"2135736",56,287,1763
"21304135801",6,3,"2135801",9,5,207
"21304135803",23,0,"2135803",3,21,247
"21304135804",17,0,"2135804",6,15,215
"21304135818",21,3,"2135818",4,21,317
"21304135827",17,0,"2135827",0,5,187
"21304135828",10,4,"2135828",3,16,128
"21304135832",23,0,"2135832",5,21,348
"21304135901",20,0,"2135901",7,26,267
"21304136001",32,3,"2136001",9,47,316
"21304136004",26,4,"2136004",12,42,375
"21304136016",48,7,"2136016",10,59,577
"21304136021",24,5,"2136021",6,51,295
"21304136026",31,0,"2136026",17,56,271
"21304136028",49,17,"2136028",20,86,453
"21304136033",32,7,"2136033",25,57,282
"21304136035",26,8,"2136035",9,48,301
"21304136036",13,0,"2136036",3,45,204
"21304146101",26,4,"2146101",0,38,274
"21304146109",19,4,"2146109",4,32,161
"21304146112",28,3,"2146112",3,22,488
"21304146201",43,6,"2146201",17,68,344
"21304146301",46,18,"2146301",19,93,505
"21304146302",110,23,"2146302",46,183,1221
"21304146303",25,3,"2146303",7,53,270
"21305136224",25,5,"2136224",14,24,261
"21304146311",38,9,"2146311",16,55,392
"21304146341",30,4,"2146341",13,41,247
"21304146312",52,10,"2146312",32,105,455
"21304146315",34,8,"2146315",18,56,394
"21304146324",22,0,"2146324",5,33,196
"21304146330",35,13,"2146330",38,113,453
"21304146344",16,0,"2146344",7,18,151
"21305136102",18,3,"2136102",4,23,258
"21305136107",24,0,"2136107",4,23,234
"21305136109",14,0,"2136109",14,28,228
"21305136110",33,5,"2136110",15,57,345
"21305136111",30,6,"2136111",15,19,256
"21305136148",27,4,"2136148",7,22,261
"21305136118",20,4,"2136118",14,41,285
"21305136119",45,4,"2136119",21,51,446
"21305136144",23,8,"2136144",7,38,261
"21305136129",30,0,"2136129",6,37,317
"21305136133",33,6,"2136133",15,45,390
"21305136137",37,8,"2136137",14,33,390
"21305136515",10,3,"2136515",21,22,174
"21305136202",47,3,"2136202",21,74,569
"21305136207",29,4,"2136207",4,33,248
"21305136222",15,3,"2136222",6,27,218
"21305136234",29,10,"2136234",13,29,319
"21305136237",20,4,"2136237",11,32,219
"21305136240",22,5,"2136240",13,34,290
"21305136241",30,6,"2136241",16,32,366
"21305136628",28,8,"2136628",65,86,353
"21305136245",23,3,"2136245",21,54,350
"21305136246",17,0,"2136246",9,31,331
"21305136247",32,3,"2136247",15,33,319
"21305136248",17,8,"2136248",10,20,256
"21305136306",33,0,"2136306",21,48,391
"21305136307",0,0,"2136307",0,0,87
"21401137512",38,10,"2137512",3,35,300
"21305136310",23,3,"2136310",18,26,323
"21305136311",18,0,"2136311",7,23,263
"21305136523",63,12,"2136523",43,67,512
"21305136315",48,3,"2136315",42,75,595
"21305136507",31,4,"2136507",12,44,340
"21305136533",46,4,"2136533",37,62,395
"21305136560",49,5,"2136560",78,82,447
"21305136513",15,3,"2136513",6,22,237
"21305136519",19,4,"2136519",9,24,207
"21305136528",48,4,"2136528",44,59,499
"21305136534",29,3,"2136534",20,36,321
"21305136539",50,9,"2136539",57,112,482
"21305136543",45,5,"2136543",46,70,400
"21305136545",64,8,"2136545",54,75,520
"21305136547",36,3,"2136547",25,48,307
"21305136548",55,9,"2136548",87,128,560
"21305136561",69,3,"2136561",52,85,531
"21305136801",41,10,"2136801",7,40,323
"21305136563",169,20,"2136563",230,327,1409
"21305136606",30,13,"2136606",30,47,366
"21305136617",74,9,"2136617",62,110,625
"21305136620",34,4,"2136620",33,56,327
"21305136621",77,9,"2136621",69,130,628
"21305136623",61,13,"2136623",70,127,564
"21305136624",46,3,"2136624",38,76,352
"21305136626",42,12,"2136626",42,89,450
"21305136804",51,14,"2136804",19,62,459
"21305136805",0,0,"2136805",0,0,11
"21305136806",36,5,"2136806",10,30,325
"21305136808",31,9,"2136808",11,36,300
"21305136812",22,3,"2136812",5,28,236
"21305136902",39,3,"2136902",12,25,455
"21305136904",37,4,"2136904",3,18,260
"21305136907",34,0,"2136907",9,23,317
"21305136813",16,9,"2136813",6,20,271
"21305136825",59,15,"2136825",15,70,526
"21305136826",57,12,"2136826",7,85,612
"21305136827",22,6,"2136827",0,25,337
"21305136901",24,3,"2136901",0,6,219
"21305146509",46,3,"2146509",41,54,303
"21305136941",22,3,"2136941",13,22,265
"21305136910",35,8,"2136910",17,43,366
"21305136919",28,6,"2136919",5,25,280
"21305136924",34,3,"2136924",6,23,296
"21305136926",0,0,"2136926",0,0,0
"21305136928",22,4,"2136928",0,22,159
"21305136932",20,0,"2136932",0,14,222
"21305136934",16,3,"2136934",0,8,171
"21305136935",12,0,"2136935",6,14,162
"21305136943",49,9,"2136943",34,67,419
"21305136946",34,6,"2136946",21,42,374
"21305136949",4,0,"2136949",6,5,105
"21305136953",42,7,"2136953",55,70,396
"21305136954",44,9,"2136954",26,53,277
"21305136956",17,5,"2136956",5,30,217
"21305136957",36,14,"2136957",36,59,336
"21305136958",16,0,"2136958",15,19,205
"21305146408",61,10,"2146408",47,151,589
"21305146501",66,14,"2146501",73,134,650
"21305146528",32,3,"2146528",34,67,284
"21305146503",46,14,"2146503",34,98,398
"21305146513",25,4,"2146513",19,59,275
"21305146515",36,6,"2146515",23,42,282
"21305146516",35,8,"2146516",30,60,361
"21305146402",333,52,"2146402",231,535,2676
"21305146518",46,11,"2146518",22,67,357
"21305146523",37,15,"2146523",50,89,425
"21305146526",44,7,"2146526",42,67,338
"21305146534",52,12,"2146534",29,94,518
"21305146535",33,11,"2146535",24,61,324
"21305146537",40,12,"2146537",46,79,376
"21305146540",28,8,"2146540",31,65,338
"21305146541",20,9,"2146541",8,48,276
"21401137135",38,6,"2137135",5,42,433
"21305146542",39,3,"2146542",10,65,340
"21305146546",40,16,"2146546",57,89,380
"21305146606",0,0,"2146606",0,0,31
"21305146611",50,10,"2146611",51,85,445
"21305146613",50,13,"2146613",82,114,556
"21305146616",27,15,"2146616",60,117,381
"21305146618",48,20,"2146618",60,110,424
"21305146708",15,0,"2146708",4,18,276
"21305146719",25,0,"2146719",6,31,375
"21305146726",25,3,"2146726",20,26,471
"21305146728",11,3,"2146728",6,15,247
"21305146735",27,10,"2146735",4,34,240
"21305146740",12,4,"2146740",6,24,223
"21305146743",25,6,"2146743",14,32,400
"21401137140",19,5,"2137140",3,30,219
"21305146804",34,8,"2146804",12,32,342
"21305146809",24,4,"2146809",7,30,324
"21305146816",50,9,"2146816",12,54,522
"21305146817",18,0,"2146817",10,24,230
"21305146820",20,0,"2146820",3,19,335
"21305146825",24,0,"2146825",7,24,235
"21305146828",37,3,"2146828",3,35,245
"21401137452",31,8,"2137452",6,32,312
"21401137012",25,4,"2137012",6,28,323
"21401137016",30,3,"2137016",3,16,317
"21401137017",46,0,"2137017",4,23,351
